id,value
id_95,15.175895811539405
id_96,17.305526193840592
id_97,9.16189964630809
id_98,10.491299428450171
id_99,4.8371435099172775
id_100,10.270341889252608
id_101,18.774511917649345
id_102,11.346168438716123
id_103,9.175888350236235
id_104,13.007596520190447
id_105,36.581480939480365
id_106,22.814272307282152
id_107,8.387092100426045
id_108,17.48428935196796
id_109,16.124289330758174
id_110,11.092092252353584
id_111,14.652156285195169
id_112,16.424509236297908
id_113,24.636246912247362
id_114,20.10841250607671
id_115,15.466004200661917
id_116,9.12733285327328
id_117,43.562366072045194
id_118,25.604781398005418
id_119,0.9789917148068321
id_120,0.26147524552260126
id_121,10.395487710900934
id_122,12.482992109379369
id_123,11.895455247936644
id_124,7.224751782098689
id_125,25.08179221934256
id_126,23.667483655234125
id_127,9.173208787240755
id_128,19.445527718080008
id_129,13.11538539033807
id_130,-0.3933133349646041
id_131,31.933288242023178
id_132,15.515803337807814
id_133,22.028791486286465
id_134,26.971157842237115
id_135,25.35601510273564
id_136,9.908008572163858
id_137,22.837686057294356
id_138,78.24188719825653
id_139,62.93734142011703
id_140,27.78139330307878
id_141,18.913079856645766
id_142,24.51769447313241
id_143,7.225910134480596
id_144,14.404564646080583
id_145,9.481704426161336
id_146,19.725050600863504
id_147,7.391568594381293
id_148,12.310708369976313
id_149,16.327282514267417
id_150,45.455508161122154
id_151,19.241424110443322
id_152,21.82560223566145
id_153,13.95625427490353
id_154,14.176308827640604
id_155,23.611923591426233
id_156,24.219908124922654
id_157,37.15261028010935
id_158,3.42433977854229
id_159,22.63550775167915
id_160,41.34481396942133
id_161,19.19797412707841
id_162,60.522810967833195
id_163,16.532487250129826
id_164,34.025156349565066
id_165,25.12224108197707
id_166,22.03502783069754
id_167,0.5646297172337946
id_168,68.6801262228073
id_169,16.118519409219747
id_170,15.99703438975881
id_171,70.61398142997955
id_172,20.557597844984063
id_173,2.581374173278725
id_174,24.130950630955823
id_175,-0.1250685936167133
id_176,9.008962853736561
id_177,18.116660723408007
id_178,22.542002464502467
id_179,24.224702498074564
id_180,42.4269110928603
id_181,34.29955600058794
id_182,30.80259807959984
id_183,14.68438752075453
id_184,7.304340718390395
id_185,42.14187723415344
id_186,35.80671415869016
id_187,33.81344017708676
id_188,15.189672922502249
id_189,24.533715823823336
id_190,14.375703076952053
id_191,15.004678983707954
id_192,29.743447383454267
id_193,73.77007581802596
id_194,31.914431113278894
id_195,10.803626207067536
id_196,62.11242890970385
id_197,17.875872974267637
id_198,19.964115744514594
id_199,20.86863842624111
id_200,122.73933910591279
id_201,22.799059707014088
id_202,58.38570728013524
id_203,4.326510460622661
id_204,58.88808708164588
id_205,33.98512759012785
id_206,14.602329288633175
id_207,15.234836901293999
id_208,60.60117270273014
id_209,14.002788591423686
id_210,38.51987973740766
id_211,68.1339133474693
id_212,19.16194654525141
id_213,113.96648885469334
id_214,40.59512217167678
id_215,75.99465313151404
id_216,90.30820848282924
id_217,70.98481568201512
id_218,30.595332416461265
id_219,21.921798928393617
id_220,30.176640084240717
id_221,56.353198044328664
id_222,25.838322146481197
id_223,38.67341793252488
id_224,42.960622916369175
id_225,9.651197995016945
id_226,5.944727766822522
id_227,81.6120407590401
id_228,29.215201786622522
id_229,1.9120325702060565
id_230,39.86568882988487
id_231,14.80701686621029
id_232,22.35528139551776
id_233,6.995626380058102
id_234,16.068873735400782
id_235,25.134528446975427
id_236,14.403167145810762
id_237,3.52732334179102
id_238,23.17912267616467
id_239,13.159372376575984
